"author","year","journal","species","other_var_name","other_var_num_value","other_var_num_units","other_var_factor_value","date","season","plot","d18O_permil_plant","d2H_permil_plant","xylem","plant_tissue","OBS1","OBS2","OBS3"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-4.35443,-40.6452,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-3.8481,-40,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-3.44304,-39.3548,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-3.5443,-37.4194,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-3.44304,-35.4839,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-3.13924,-30.9677,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-2.73418,-27.0968,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-1.92405,-26.4516,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-1.41772,-25.8065,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-1.11392,-24.5161,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-1.11392,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-1.62025,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-1.82278,-30.3226,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",-2.12658,-30.3226,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",0.202532,-25.1613,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",0.810127,-20,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",1.012658,-21.9355,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201107,"dry","NA",1.417722,-21.2903,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-4.4,-40,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-4.2,-41.2903,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-4.2,-32.2581,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3.9,-34.8387,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3.6,-36.129,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3.6,-38.0645,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-4.1,-30.3226,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3.3,-29.6774,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3.1,-32.2581,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-2.8,-34.1935,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-3.3,-34.1935,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-2.2,-30.9677,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-2,-30.3226,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-1.7,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",-1.2,-23.871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",0.1,-24.5161,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201106,"wet","NA",2.6,-5.16129,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-4.9,-38.125,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-3.8,-31.25,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-3.5,-35,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-3.5,-33.125,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-3.1,-30.625,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-2.7,-30,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-3.2,-27.5,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-2.7,-26.875,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-2.4,-28.75,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-2,-26.875,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-2.2,-22.5,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-2,-23.75,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-0.5,-19.375,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-1,-16.25,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-0.3,-18.125,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-0.3,-15.625,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",-0.1,-11.25,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201105,"dry","NA",0.7,-13.125,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-4.8,-39.3548,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-4.1,-38.7097,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-4.1,-37.4194,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-4.4,-35.4839,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-3.5,-34.1935,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-3.5,-32.9032,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-3.7,-30.9677,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-3.2,-30.3226,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-2.9,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-2.6,-29.6774,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-2.2,-27.7419,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-2.2,-25.1613,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-1.7,-27.7419,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-1.7,-24.5161,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-0.7,-18.7097,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",0.5,-17.4194,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",2.5,-12.2581,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201104,"dry","NA",-0.9,-9.03226,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",6.7,-45.8065,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-6.1,-47.0968,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-4.8,-41.2903,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-5,-40,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-4.5,-37.4194,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-4.7,-35.4839,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-4.2,-34.1935,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-4.1,-32.2581,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-3.8,-34.8387,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-4,-36.129,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-2.4,-33.5484,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-1.8,-21.9355,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-2.4,-25.8065,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-3.4,-31.6129,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201008,"wet","NA",-3.2,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-7.5,-45.8065,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-7,-51.6129,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-4.5,-38.7097,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-4.5,-35.4839,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-3.5,-26.4516,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-3.9,-28.3871,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-3.9,-35.4839,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-3.6,-34.8387,"no","rizhome","NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999,"not applicable","not applicable",201006,"flood","NA",-3.7,-31.6129,"no","rizhome","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-9.12217,-78.5441,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-8.52489,-72.7203,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-8.39819,-69.6552,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.9276,-67.5096,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.72851,-68.7356,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.54751,-7.05747,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.34842,-64.751,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.13122,-60.7663,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.80543,-58.9272,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-5.35747,-50.3448,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-5.21267,-50.9579,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.23552,-57.1655,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.52454,-57.7812,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.54309,-55.6524,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.81349,-58.701,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.08443,-59.3163,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.42643,-65.4086,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-8.74419,-72.134,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-9.71864,-78.5466,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-10.098,-79.4687,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-10.6034,-82.2192,"yes","xylem","NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix cheilophila","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-11.4877,-87.4127,"yes","xylem","NA","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","low elevation, shallow gw",201304,"dry","low elevation, shallow gw",-8.99054,-73.5593,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","low elevation, shallow gw",201306,"dry","low elevation, shallow gw",-9.21136,-82.3729,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","low elevation, shallow gw",201307,"wet","low elevation, shallow gw",-9.43218,-84.4068,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","low elevation, shallow gw",201308,"dry","low elevation, shallow gw",-8.51735,-77.2881,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","intermediate elevation and gw",201304,"dry","intermediate elevation and gw",-7.28707,-75.5932,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","intermediate elevation and gw",201306,"dry","intermediate elevation and gw",-6.37224,-73.5593,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","intermediate elevation and gw",201307,"wet","intermediate elevation and gw",-6.65615,-58.6441,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","intermediate elevation and gw",201308,"dry","intermediate elevation and gw",-8.70662,-84.7458,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","high elevation, deep gw",201304,"dry","high elevation, deep gw",-5.99369,-61.6949,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","high elevation, deep gw",201306,"dry","high elevation, deep gw",-7.60252,-71.5254,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","high elevation, deep gw",201307,"wet","high elevation, deep gw",-6.94006,-66.1017,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Zhu_Lin",2016,"Journal of Arid Lands","Medicago sativa","sampling plot",9999,"factor","high elevation, deep gw",201308,"dry","high elevation, deep gw",-8.39117,-78.6441,"yes","xylem sap","it is not entirely clear what tissue was exactly sampled","NA","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-5.318,-69.1057,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.56292,-64.6341,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.7253,-63.0081,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.56292,-58.5366,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.34641,-53.6585,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.99594,-58.5366,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-6.88769,-56.0976,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.07713,-54.065,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.40189,-64.2276,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.97e-13,-66.2602,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-8.15968,-63.0081,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-8.53857,-64.2276,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
"Beyer",2016,"Journal of Hydrology","Several","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-8.61976,-77.2358,"yes","xylem","Se asume que es una media de todas las especies (species=several?)","Hay mediciones para el agua transpirada que no he recopilado","NA"
