"author","year","journal","species","other_var_name","other_var_num_value","other_var_num_units","other_var_factor_value","date","season","plot","d18O_permil_plant","d2H_permil_plant","xylem","plant_tissue","OBS1","OBS2","OBS3"
"Gaines",2016,"Tree Physiology","Quercus spp","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-7.5814919,-58.540661,"yes","xylem","4 especies para Quercu: Q. alba, Q. prinus, Q. rubra y Q. velutina","En CSV data_SWLN las especies se indican como several porque no hay diferenciación","NA"
"Gaines",2016,"Tree Physiology","Quercus spp","not applicable",9999,"not applicable","not applicable",99999999,"NA","NA",-5.0557013,-49.208723,"yes","xylem","4 especies para Quercu: Q. alba, Q. prinus, Q. rubra y Q. velutina","En CSV data_SWLN las especies se indican como several porque no hay diferenciación","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","VB",-7.9,-76,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","VB",-7.8,-68,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","VB",-8.9,-77,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","VB",-9,-76,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","VB",-9.3,-81,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","RT",-6.9,-85,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201103,"wet","RT",-9.1,-84,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201107,"dry","VB",-7.3,-74,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201107,"dry","RT",-6,-70,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201107,"dry","RT",-7.3,-75,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201108,"dry","VB",-7.9,-61,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201108,"dry","VB",-7.7,-61,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201109,"wet","VB",-6.8,-57,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201109,"wet","VB",-6.8,-56,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201109,"wet","RT",-6,-52,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201109,"wet","RT",-6.5,-53,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201109,"wet","RT",-6.5,-54,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-5.8,-52,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-5.4,-50,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-5.5,-49,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-8.5,-65,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-8.4,-68,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-8.1,-66,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","VB",-5.6,-51,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","RT",-5.8,-56,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","RT",-6.9,-63,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201111,"dry","RT",-6.3,-57,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201202,"dry","VB",-8.5,-77,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201202,"dry","VB",-7.9,-77,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201202,"dry","RT",-8.9,-73,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Gierke",2016,"Hydrogeology Journal","Pseudotsuga menziesii","not applicable",9999,"not applicable","not applicable",201202,"dry","RT",-8.9,-74,"yes","xylem","Twig samples peeled off. OK","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201205,"dry","NA",-10.9769547325102,-79.0933493910723,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201205,"dry","NA",-12.0108044864036,-83.7066829426438,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201205,"dry","NA",-11.3047607520374,-78.8761879984482,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201205,"dry","NA",-13.0446542402969,-88.2056029505808,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201205,"dry","NA",-9.36314048253046,-69.4251806136687,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201205,"dry","NA",-9.43878802549826,-69.8855268715866,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201205,"dry","NA",-10.5735011700153,-77.4772020021634,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201205,"dry","NA",-9.64051480674574,-75.1557287677896,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201207,"wet","NA",-10.4353641693363,-83.0669998223424,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201207,"wet","NA",-10.9042081917326,-84.7344592619761,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201207,"wet","NA",-11.1214203435094,-89.1564131512438,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201207,"wet","NA",-11.0125219922862,-85.6477337199773,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201207,"wet","NA",-10.6885777652971,-87.3353658886029,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201207,"wet","NA",-10.8330305513688,-88.7057360467181,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201207,"wet","NA",-10.8689976102193,-88.3994773429306,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201207,"wet","NA",-10.5984881915033,-87.3376582441702,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201207,"wet","NA",-10.7064237533883,-86.5715530135879,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201207,"wet","NA",-10.9048958984027,-87.7878768775824,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201209,"wet","NA",-11.2240601503759,-89.6952380952381,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201209,"wet","NA",-11.2421052631578,-87.7142857142857,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201209,"wet","NA",-11.2781954887218,-77.2,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201209,"wet","NA",-10.9533834586466,-80.0952380952381,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201209,"wet","NA",-11.5308270676691,-82.6857142857142,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201209,"wet","NA",-12.1263157894736,-85.4285714285714,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201209,"wet","NA",-10.0691729323308,-79.1809523809523,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201209,"wet","NA",-10.2135338345864,-80.8571428571428,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201209,"wet","NA",-10.393984962406,-82.0761904761905,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201209,"wet","NA",-10.1954887218045,-79.6380952380952,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201209,"wet","NA",-10.4120300751879,-80.4,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201209,"wet","NA",-10.6466165413533,-81.0095238095238,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201305,"dry","NA",-11.5534506089309,-92.5614354037331,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201305,"dry","NA",-11.2719891745602,-90.5793882800153,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201305,"dry","NA",-11.3369418132611,-89.3573944571269,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201305,"dry","NA",-12.2679296346414,-95.1500377031061,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201305,"dry","NA",-11.9864682002706,-90.1145554648844,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201305,"dry","NA",-11.3369418132611,-84.7772417853712,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201305,"dry","NA",-10.297699594046,-79.9016620355545,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201305,"dry","NA",-10.7956698240866,-78.3701928539702,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201305,"dry","NA",-9.71312584573748,-71.5102934644506,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201305,"dry","NA",-10.5142083897158,-77.9148632875042,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201305,"dry","NA",-10.5142083897158,-78.6782220661302,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201305,"dry","NA",-11.0771312584573,-83.7110186036422,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-9.02248875562218,-74.3940886699507,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-9.22038980509745,-70.5870778896266,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.3928035982009,-67.3765688584279,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.48275862068965,-60.9777111444277,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.68065967016491,-61.8945098879132,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.91454272863568,-65.5546226886557,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.57271364317841,-68.5979010494752,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.51874062968515,-65.3972156778753,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-8.91454272863568,-71.4974798315128,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201307,"wet","NA",-9.00449775112443,-66.1652887841793,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201307,"wet","NA",-8.71664167916042,-65.552109659456,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201307,"wet","NA",-8.03298350824587,-60.2862854287142,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",10,"years","not applicable",201309,"wet","NA",-8.91454272863568,-70.778116688782,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201309,"wet","NA",-8.5007496251874,-70.3130618598746,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201309,"wet","NA",-9.09445277361319,-72.9260082602376,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",22,"years","not applicable",201309,"wet","NA",-9.54422788605697,-75.3838597942407,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201309,"wet","NA",-10.1559220389805,-77.2307524398719,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201309,"wet","NA",-10.5337331334332,-81.2202519429939,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",32,"years","not applicable",201309,"wet","NA",-9.79610194902548,-74.1610229368074,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201309,"wet","NA",-10.3178410794602,-76.8496786089713,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201309,"wet","NA",-9.70614692653673,-74.1598740859454,"yes","xylem","NA","NA","NA"
"Song_Lining",2016,"Environmental and experimental botany","Pinus sylvestris var. mongolica","age",42,"years","not applicable",201309,"wet","NA",-11.559220389805,-95.0264522910957,"yes","xylem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-144","nitrogen_fertilization",0,"kgN_ha-1","not applicable",2013,"NA","NA",-6.52907153729071,-52.2195839675288,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-144","nitrogen_fertilization",0,"kgN_ha-1","not applicable",2013,"NA","NA",-6.89855403348553,-50.8218163368845,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-144","nitrogen_fertilization",0,"kgN_ha-1","not applicable",2013,"NA","NA",-7.5869101978691,-53.5387113140535,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-144","nitrogen_fertilization",0,"kgN_ha-1","not applicable",2013,"NA","NA",-8.04505327245053,-56.2682902080159,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-144","nitrogen_fertilization",0,"kgN_ha-1","not applicable",2013,"NA","NA",-7.49710806697107,-50.7888381532214,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-144","nitrogen_fertilization",0,"kgN_ha-1","not applicable",2013,"NA","NA",-7.08500761035007,-48.0567224759002,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-145","nitrogen_fertilization",122.5,"kgN_ha-1","not applicable",2013,"NA","NA",-6.21115405792313,-44.4822200198213,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-146","nitrogen_fertilization",122.5,"kgN_ha-1","not applicable",2013,"NA","NA",-6.4632903865213,-48.772936901222,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-147","nitrogen_fertilization",122.5,"kgN_ha-1","not applicable",2013,"NA","NA",-6.87729765444334,-50.1842352163856,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-148","nitrogen_fertilization",122.5,"kgN_ha-1","not applicable",2013,"NA","NA",-7.10738244686708,-50.6493822266268,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-149","nitrogen_fertilization",122.5,"kgN_ha-1","not applicable",2013,"NA","NA",-7.88838674154828,-57.3015130492234,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-150","nitrogen_fertilization",122.5,"kgN_ha-1","not applicable",2013,"NA","NA",-7.98107477150093,-54.9044202180375,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-151","nitrogen_fertilization",183.75,"kgN_ha-1","not applicable",2013,"NA","NA",-6.59902137860825,-50.2570293258016,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-152","nitrogen_fertilization",183.75,"kgN_ha-1","not applicable",2013,"NA","NA",-6.94348735126377,-53.5659518570814,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-153","nitrogen_fertilization",183.75,"kgN_ha-1","not applicable",2013,"NA","NA",-6.99097347651418,-47.8571081409472,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-154","nitrogen_fertilization",183.75,"kgN_ha-1","not applicable",2013,"NA","NA",-7.2196140247173,-54.0257068733369,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-155","nitrogen_fertilization",183.75,"kgN_ha-1","not applicable",2013,"NA","NA",-7.54190229111249,-54.0073166726867,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-156","nitrogen_fertilization",183.75,"kgN_ha-1","not applicable",2013,"NA","NA",-7.26553479360283,-54.4985977471999,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-157","nitrogen_fertilization",245,"kgN_ha-1","not applicable",2013,"NA","NA",-6.18471202100435,-46.5531190800612,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-158","nitrogen_fertilization",245,"kgN_ha-1","not applicable",2013,"NA","NA",-6.68994649207351,-51.3362624214815,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-159","nitrogen_fertilization",245,"kgN_ha-1","not applicable",2013,"NA","NA",-7.19493724173839,-57.0818837448887,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-160","nitrogen_fertilization",245,"kgN_ha-1","not applicable",2013,"NA","NA",-7.47130623594447,-56.5846920801608,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-161","nitrogen_fertilization",245,"kgN_ha-1","not applicable",2013,"NA","NA",-7.65656773793301,-52.2429060453974,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-162","nitrogen_fertilization",245,"kgN_ha-1","not applicable",2013,"NA","NA",-7.51783486767035,-54.6570773372315,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-163","nitrogen_fertilization",367.5,"kgN_ha-1","not applicable",2013,"NA","NA",-5.60580823837202,-51.4996814554507,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-164","nitrogen_fertilization",367.5,"kgN_ha-1","not applicable",2013,"NA","NA",-6.66487581141286,-50.9637384650728,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-165","nitrogen_fertilization",367.5,"kgN_ha-1","not applicable",2013,"NA","NA",-6.8273444769192,-45.7238448655195,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-166","nitrogen_fertilization",367.5,"kgN_ha-1","not applicable",2013,"NA","NA",-7.49265377163311,-54.7205937407615,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-167","nitrogen_fertilization",367.5,"kgN_ha-1","not applicable",2013,"NA","NA",-7.7689008571147,-54.7048307116328,"no","stem","NA","NA","NA"
"Ma_Ying",2016,"Science of the Total Environment","Summer maize Lianke-168","nitrogen_fertilization",367.5,"kgN_ha-1","not applicable",2013,"NA","NA",-7.40069182183398,-54.2503300384201,"no","stem","NA","NA","NA"
